,시군명,시설구분명,시장명,전화번호,소재지우편번호,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,dong
88,성남시,전통시장,하대원공설시장,031-721-5522,13407.0,경기도 성남시 중원구 마지로118,경기도 성남시 중원구 하대원동 266-1외5필지,37.42754321,127.14227279999999,하대원동
89,성남시,전통시장,모란민속5일장,031-721-9905,13383.0,경기도 성남시 중원구 둔촌대로68,경기도 성남시 중원구 성남동 4931번지등 2필지,37.42927577,127.1265926,성남동
90,성남시,전통시장,미금현대벤처빌시장,031-728-2100,13627.0,경기도 성남시 분당구 돌마로 80(구미동),경기도 성남시 분당구 구미동 24-1외 2필지,37.34969831,127.1104139,구미동
91,성남시,전통시장,신흥시장,031-742-5564,13346.0,경기도 성남시 수정구 수정로214번길6(시흥동),경기도 성남시 수정구 신흥동 3436-10,37.44397789,127.14339640000001,신흥동
92,성남시,전통시장,은행시장,031-744-9858,13157.0,경기도 성남시 중원구 산성대로526(은행동),경기도 성남시 중원구 은행동 1553,37.45758165,127.16449170000001,은행동
93,성남시,전통시장,성남남한산성시장,031-745-9848,13157.0,경기도 성남시 중원구 은이로8번길6(은행동),경기도 성남시 중원구 은행동 1553-6등 24필지,37.45739468,127.16481029999998,은행동
94,성남시,전통시장,상대원시장,031-746-7290,13241.0,경기도 성남시 중원구 희망로344번길6(상대원동),경기도 성남시 중원구 상대원동 2985-1등22필지,37.43597853,127.1587764,상대원동
95,성남시,전통시장,단대마트시장,031-749-8982,13180.0,경기도 성남시 중원구 산성대로372번길10(금광동),경기도 성남시 중원구 금광동 10,37.44456902,127.15796840000002,금광동
96,성남시,전통시장,성호시장,031-752-1215,13358.0,경기도 성남시 중원구 광명로147(성남동),경기도 성남시 중원구 성남동 2090외,37.43800926,127.1441537,성남동
97,성남시,전통시장,현대시장,031-753-2828,13305.0,경기도 성남시 수정구 수정북로18(태평동),경기도 성남시 수정구 태평동 3683,37.44170518,127.1319858,태평동
98,성남시,전통시장,성남중앙지하시장,031-755-0670,13337.0,경기도 성남시 수정구 산성대로 지하204-2 외,경기도 성남시 수정구 신흥동 2467외 10필지,37.43698706,127.1411143,신흥동
99,성남시,전통시장,중앙시장,031-755-9222,13305.0,경기도 성남시 수정구 제일로168(태평동),경기도 성남시 수정구 태평동 3681,37.44155292,127.1321119,태평동
100,성남시,전통시장,모란시장,031-756-1389,13377.0,경기도 성남시 중원구 둔촌대로69번길8,경기도 성남시 중원구 성남동 4214,37.43062451,127.1274244,성남동
107,성남시,전통시장,돌고래시장,031-786-0704,13599.0,"경기도 성남시 분당구 내정로174번길42(수내동, 파크타운)",경기도 성남시 분당구 수내동 53,37.3715473,127.1221919,수내동
183,성남시,전통시장,금호시장,,13597.0,"경기도 성남시 분당구 내정로165번길38(수내동,양지마을)",경기도 성남시 분당구 수내동 32,37.37663919,127.11623870000001,수내동
184,성남시,전통시장,금광시장,,13170.0,경기도 성남시 중원구 산성대로426번길5,경기도 성남시 중원구 금광동 4622외8필지,37.45003428,127.1599078,금광동
185,성남시,전통시장,모란전통기름시장,,13377.0,경기도 성남시 중원구 둔촌대로83번길 7등 54필지(성남동),경기도 성남시 중원구 성남동 4222번지등 54필지,37.43091715,127.12800859999999,성남동
186,성남시,전통시장,모란시장,,13376.0,경기도 성남시 중원구 성남대로1127,경기도 성남시 중원구 성남동 4182 등 16필지,37.43034692,127.1288852,성남동
199,성남시,대규모점포,돌고래시장,,13599.0,경기도 성남시 분당구 내정로174번길 42 (수내동),경기도 성남시 분당구 수내동 53호,37.3711972,127.12207579999999,수내동
201,성남시,대규모점포,모란시장,,13377.0,경기도 성남시 중원구 둔촌대로69번길 8 (성남동),경기도 성남시 중원구 성남동 4214호,37.4305501,127.1273783,성남동
210,성남시,대규모점포,미래타운제2종합시장,,13587.0,경기도 성남시 분당구 불정로376번길 31 (서현동),경기도 성남시 분당구 서현동 311호   ,37.3722872,127.13891029999999,서현동
220,성남시,대규모점포,신흥시장,,461812.0,경기도 성남시 수정구 수정로214번길 6 (신흥동),경기도 성남시 수정구 신흥3동 3436번지 10호,37.4438851,127.1433452,신흥3동
221,성남시,대규모점포,(주)지에스리테일 GS수퍼 분당매송점,,463060.0,"경기도 성남시 분당구 판교로 430, 지하1층 101~110호 (이매동)",경기도 성남시 분당구 이매동 132번지 지하1층 101~110호,37.40372429999999,127.12138190000002,이매동
223,성남시,대규모점포,"테마폴리스 지상1,2층",,463828.0,"경기도 성남시 분당구 성남대로925번길 16 (야탑동,테마폴리스 지상1,2층)","경기도 성남시 분당구 야탑동 341번지 테마폴리스 지상1,2층",37.413025700000006,127.1272138,야탑동
230,성남시,대규모점포,테마폴리스 지하2층점,,13497.0,경기도 성남시 분당구 성남대로925번길 16 (야탑동),경기도 성남시 분당구 야탑동 341호,37.413025700000006,127.1272138,야탑동
239,성남시,대규모점포,홈플러스(주) 익스프레스 성남금광점,,462241.0,경기도 성남시 중원구 금상로 61 (금광동),경기도 성남시 중원구 금광1동 146번지,37.44068918,127.1625717,금광1동
259,성남시,대규모점포,뉴코아 모란점,,462130.0,경기도 성남시 중원구 성남대로 1136 (성남동),경기도 성남시 중원구 성남동 3499번지,37.43130452,127.1297071,성남동
276,성남시,대규모점포,홈플러스(주) 익스프레스 푸른마을점,,463023.0,경기도 성남시 분당구 불정로 255 (수내동),경기도 성남시 분당구 수내3동 83번지 3호,37.36686797,127.12634740000001,수내3동
278,성남시,대규모점포,판교시장,,13609.0,경기도 성남시 분당구 내정로113번길 4 (정자동),경기도 성남시 분당구 정자동 54번지 1호   ,37.370591600000004,127.1147706,정자동
287,성남시,대규모점포,(주) 세이브존 아이엔시 성남점,,13272.0,경기도 성남시 수정구 산성대로 337 (신흥동),경기도 성남시 수정구 신흥동 2463-5호,37.4439089,127.1532896,신흥동
291,성남시,대규모점포,야탑에이스코아시장,,13520.0,경기도 성남시 분당구 야탑로 64 (야탑동),경기도 성남시 분당구 야탑동 502호,37.409387200000005,127.12573940000001,야탑동
292,성남시,대규모점포,홈플러스(주) 야탑점,,13497.0,경기도 성남시 분당구 성남대로925번길 16 (야탑동),경기도 성남시 분당구 야탑동 341호,37.41302578,127.1272138,야탑동
303,성남시,대규모점포,이천일아울렛 분당점,,13630.0,"경기도 성남시 분당구 미금일로154번길 20, 2001아울렛 (구미동)",경기도 성남시 분당구 구미동 11번지 4호 2001아울렛,37.34883905,127.10724440000001,구미동
307,성남시,대규모점포,분당 현대시장,,463050.0,경기도 성남시 분당구 중앙공원로40번길 8 (서현동),경기도 성남시 분당구 서현동 94번지,37.3796402,127.1301507,서현동
310,성남시,대규모점포,동신종합시장,,13599.0,경기도 성남시 분당구 돌마로 361 (수내동),경기도 성남시 분당구 수내동 63번지 2   호   ,37.370529600000005,127.1228763,수내동
311,성남시,대규모점포,홈플러스(주) 익스프레스 서현점,,463050.0,경기도 성남시 분당구 불정로 382 (서현동),경기도 성남시 분당구 서현동 306번지 1호,37.37411843,127.137096,서현동
318,성남시,대규모점포,분당우성시장,,13589.0,경기도 성남시 분당구 중앙공원로40번길 42 (서현동),경기도 성남시 분당구 서현동 94번지 3   호   ,37.3782235,127.13210159999998,서현동
321,성남시,대규모점포,코코프라자시장,,13591.0,경기도 성남시 분당구 서현로210번길 20 6호 (서현동),경기도 성남시 분당구 서현동 248-5.6호   ,37.3858636,127.124075,서현동
331,성남시,대규모점포,홈플러스(주) 익스프레스 분당점,,13583.0,경기도 성남시 분당구 장안로 39 (분당동),경기도 성남시 분당구 분당동 90-1번지,37.370362799999995,127.1434,분당동
334,성남시,대규모점포,한솔프라자시장,,13612.0,경기도 성남시 분당구 내정로17번길 2 (정자동),경기도 성남시 분당구 정자동 127번지 3호   ,37.3618431,127.11444159999999,정자동
337,성남시,대규모점포,한신코아백화점성남점,,13272.0,경기도 성남시 수정구 산성대로 337 (신흥동),경기도 성남시 수정구 신흥동 2463번지 5   호,37.4439089,127.1532896,신흥동
361,성남시,대규모점포,단대마트시장,,462241.0,,경기도 성남시 중원구 금광1동 10번지,37.4445515,127.15801440000001,금광1동
362,성남시,대규모점포,롯데슈퍼 야탑2점,,463827.0,"경기도  매화로 41, 금강빌딩 B1층층",경기도 성남시 분당구 야탑동 382번지 7호,37.411253,127.13351370000001,야탑동
372,성남시,대규모점포,분당종합시장,,,,"경기도 성남시 분당구 수내동 83-1,2호호   ",,,수내동
385,성남시,대규모점포,홈플러스(주) 익스프레스 수진점,,461180.0,경기도 성남시 수정구 수정로 140 (수진동),경기도 성남시 수정구 수진동 2번지,37.44174965,127.13562340000001,수진동
386,성남시,대규모점포,미래타운제1종합시장,,13587.0,경기도 성남시 분당구 불정로386번길 10 (서현동),경기도 성남시 분당구 서현동 307호   ,37.3731173,127.13792959999999,서현동
394,성남시,대규모점포,종합시장,,,,경기도 성남시 수정구 신흥동 4124호,37.4412234,127.1464025,신흥동
397,성남시,대규모점포,상지시장,,13597.0,경기도 성남시 분당구 내정로165번길 38 (수내동),경기도 성남시 분당구 수내동 32호   ,37.376257200000005,127.11665320000002,수내동
404,성남시,대규모점포,홈플러스(주) 익스프레스 푸른마을점,,463020.0,경기도 성남시 분당구 불정로 255 (수내동),경기도 성남시 분당구 수내동 83번지 3호,37.36686797,127.12634740000001,수내동
405,성남시,대규모점포,홈플러스(주),,463833.0,"경기도 성남시 분당구 내정로 58, 1층 101~105호 (정자동)",경기도 성남시 분당구 정자동 117번지 1호   101~105호,37.36531136,127.11515790000001,정자동
406,성남시,대규모점포,GS수퍼마켓 미래점,,463819.0,"경기도 성남시 분당구 불정로376번길 37 (서현동,(312-4))",경기도 성남시 분당구 서현동 312번지 3호 (312-4),37.371593,127.1393493,서현동
415,성남시,대규모점포,AK PLAZA,,463721.0,경기도 성남시 분당구 황새울로360번길 42 (서현동),경기도 성남시 분당구 서현동 263번지 삼성플라자,37.3851008,127.12270759999998,서현동
418,성남시,대규모점포,현대백화점 판교점,,13529.0,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점판교점)",경기도 성남시 분당구 백현동 541번지,37.39278226,127.1120949,백현동
439,성남시,대규모점포,이마트분당점,,13605.0,경기도 성남시 분당구 불정로 134 (정자동),경기도 성남시 분당구 정자동 211호,37.35879806,127.11975659999999,정자동
441,성남시,대규모점포,(주)이마트분당점,,13605.0,경기도 성남시 분당구 불정로 134 (정자동),경기도 성남시 분당구 정자동 211호,37.35879806,127.11975659999999,정자동
459,성남시,대규모점포,뉴코아아울렛분당점,,13497.0,경기도 성남시 분당구 야탑로81번길 11 (야탑동),경기도 성남시 분당구 야탑동 357번지 1호,37.4103317,127.12724320000001,야탑동
461,성남시,대규모점포,테마폴리스,,13497.0,경기도 성남시 분당구 성남대로925번길 16 (야탑동),경기도 성남시 분당구 야탑동 341호   ,37.413025700000006,127.1272138,야탑동
474,성남시,대규모점포,하대원시장,,13407.0,경기도 성남시 중원구 마지로 118 (하대원동),경기도 성남시 중원구 하대원동 266번지 1호 등 12필지,37.4273891,127.1421507,하대원동
481,성남시,대규모점포,GS수퍼마켓 분당시범단지점,,463050.0,"경기도 성남시 분당구 중앙공원로31번길 42 (서현동,서현파크 제158호,제159호)","경기도 성남시 분당구 서현동 89번지 서현파크 제158호,제159호",37.383006,127.12543670000001,서현동
485,성남시,대규모점포,홈플러스(주)익스프레스 이매점,,463806.0,"경기도 성남시 분당구 판교로 434, 101~103호 (이매동)",경기도 성남시 분당구 이매동 131번지 2호  명건빌딩 101~103호,37.405057299999996,127.12190349999999,이매동
504,성남시,대규모점포,씨마1020,,13572.0,,경기도 성남시 분당구 서현동 166-1.2호,37.38622720000001,127.13773859999999,서현동
508,성남시,대규모점포,현대시장,,461193.0,경기도 성남시 수정구 수정북로 18 (태평동),경기도 성남시 수정구 태평3동 3683번지,37.4416366,127.1319054,태평3동
517,성남시,대규모점포,현대프라자시장,,13600.0,경기도 성남시 분당구 돌마로 364 (수내동),경기도 성남시 분당구 수내동 79번지 2   호   ,37.3698982,127.12359779999998,수내동
524,성남시,대규모점포,테마폴리스지하1층점,,13497.0,경기도 성남시 분당구 성남대로925번길 16 (야탑동),경기도 성남시 분당구 야탑동 341호,37.413025700000006,127.1272138,야탑동
525,성남시,대규모점포,한국까르푸분당점,,13636.0,경기도 성남시 분당구 탄천상로151번길 20 (구미동),경기도 성남시 분당구 구미동 159호   ,37.339982299999996,127.10690490000002,구미동
527,성남시,대규모점포,(주)이마트에브리데이 이매동점,,463905.0,"경기도 성남시 분당구 양현로94번길 29, 이매동 이매촌상가동비01호 (이매동)",경기도 성남시 분당구 이매동 123번지 이매촌아파트 상가동 비01호,37.3922758,127.1269311,이매동
535,성남시,대규모점포,홈플러스(주) 익스프레스 분당정자점,,463010.0,"경기도 성남시 분당구 내정로 58 (정자동,스포라이프 스포츠센터 101~105)",경기도 성남시 분당구 정자동 117번지 1호  스포라이프 스포츠센터 101~105,37.36531136,127.11515790000001,정자동
544,성남시,대규모점포,단대마트시장,,13180.0,,경기도 성남시 중원구 금광동 10호   ,37.4445515,127.15801440000001,금광동
546,성남시,대규모점포,더샵 스타파크 쇼핑몰,,13560.0,"경기도 성남시 분당구 정자일로 121 (정자동, 더샵스타파크)",경기도 성남시 분당구 정자동 174번지 1호 더샵스타파크,37.360896399999994,127.1051051,정자동
552,성남시,대규모점포,홈플러스(주) 익스프레스 수내점,,463020.0,"경기도 성남시 분당구 내정로173번길 11, B01호 (수내동,양지마을상가)",경기도 성남시 분당구 수내동 29번지 양지마을상가  B01호,37.37469678,127.1184121,수내동
560,성남시,대규모점포,성남중앙지하시장,,13337.0,,경기도 성남시 수정구 신흥동 2467번지,37.4398018,127.1448179,신흥동
575,성남시,대규모점포,주식회사 에이치비,,13373.0,경기도 성남시 중원구 성남대로1130번길 26 (성남동),경기도 성남시 중원구 성남동 4031호   ,37.4304727,127.13237209999998,성남동
579,성남시,대규모점포,미래타운 제2종합시장,,463050.0,경기도 성남시 분당구 불정로376번길 31 (서현동),경기도 성남시 분당구 서현동 311번지,37.3722872,127.13891029999999,서현동
580,성남시,대규모점포,테마폴리스지하2층점,,13497.0,경기도 성남시 분당구 성남대로925번길 16 (야탑동),경기도 성남시 분당구 야탑동 341호   ,37.413025700000006,127.1272138,야탑동
593,성남시,대규모점포,롯데쇼핑(주)롯데슈퍼 야탑점,,463070.0,경기도 성남시 분당구 장미로 139 (야탑동),경기도 성남시 분당구 야탑동 215번지,37.41414279999999,127.1357101,야탑동
604,성남시,대규모점포,NC백화점 야탑점,,13497.0,"경기도 성남시 분당구 야탑로81번길 11 (야탑동, NC백화점)",경기도 성남시 분당구 야탑동 산 357번지 1호,37.41033174,127.12724329999999,야탑동
607,성남시,대규모점포,신흥시장,,13346.0,경기도 성남시 수정구 수정로214번길 6 (신흥동),경기도 성남시 수정구 신흥동 3436번지 10  호   ,37.4438851,127.1433452,신흥동
611,성남시,대규모점포,홈플러스(주) 분당오리점,,13636.0,경기도 성남시 분당구 탄천상로151번길 20 (구미동),경기도 성남시 분당구 구미동 159호,37.339982299999996,127.10690490000002,구미동
616,성남시,대규모점포,(주)지에스리테일 분당서현점,,463050.0,"경기도 성남시 분당구 돌마로 478 (서현동,지하1층)",경기도 성남시 분당구 서현동 298번지 3호 지하1층,37.3768977,127.1333751,서현동
618,성남시,대규모점포,관보종합시장,,463827.0,경기도 성남시 분당구 성남대로916번길 5 (야탑동),경기도 성남시 분당구 야탑동 366번지 1호,37.41155429999999,127.1298206,야탑동
625,성남시,대규모점포,롯데마트 판교점,,463400.0,경기도 성남시 분당구 대왕판교로606번길 58 (삼평동),경기도 성남시 분당구 삼평동 741번지,37.3954426,127.11359920000001,삼평동
638,성남시,대규모점포,킴스클럽성남점,,13497.0,경기도 성남시 분당구 야탑로81번길 11 (야탑동),경기도 성남시 분당구 야탑동 357번지 1   호   ,37.4103317,127.12724320000001,야탑동
659,성남시,대규모점포,에이치비 스위티마트,,13373.0,경기도 성남시 중원구 성남대로1130번길 26 (성남동),경기도 성남시 중원구 성남동 4031호,37.4304727,127.13237209999998,성남동
679,성남시,대규모점포,일렉트로마트 판교점,,13530.0,"경기도 성남시 분당구 대왕판교로606번길 10 (백현동, 알파리움1단지)",경기도 성남시 분당구 백현동 531번지,37.3953934,127.10824620000001,백현동
705,성남시,대규모점포,금광시장,,13170.0,경기도 성남시 중원구 산성대로426번길 5 (금광동),경기도 성남시 중원구 금광동 4622호   ,37.4501352,127.15986809999998,금광동
711,성남시,대규모점포,뉴코아분당지점,,,,"경기도 성남시 분당구 구미동 10, 11번지 1   호",,,구미동
717,성남시,대규모점포,(주)이마트 성남점,,461826.0,경기도 성남시 수정구 수정로 201 (태평동),경기도 성남시 수정구 태평4동 7336번지,37.44429815,127.14139170000001,태평4동
730,성남시,대규모점포,제일시장,,,,경기도 성남시 수정구 수진동 6042호   ,,,수진동
731,성남시,대규모점포,롯데쇼핑(주)롯데슈퍼수진점(Mareket999),,461182.0,,경기도 성남시 수정구 수진2동 4518번지,37.4341879,127.1295199,수진2동
732,성남시,대규모점포,롯데백화점 분당점,,13595.0,"경기도 성남시 분당구 황새울로200번길 45 (수내동, 롯데백화점)",경기도 성남시 분당구 수내동 14번지,37.378394899999996,127.11424029999999,수내동
734,성남시,대규모점포,이천일아울렛,,13630.0,경기도 성남시 분당구 미금일로154번길 20 (구미동),경기도 성남시 분당구 구미동 11번지 1호   ,37.348839,127.10724440000001,구미동
741,성남시,대규모점포,한양브라자 분당점,,13597.0,경기도 성남시 분당구 내정로173번길 11 (수내동),경기도 성남시 분당구 수내동 29호   ,37.3746967,127.1184121,수내동
755,성남시,대규모점포,코코프라자 시장,,463050.0,경기도 성남시 분당구 서현로210번길 20 (서현동),경기도 성남시 분당구 서현동 248번지 5호,37.3858636,127.124075,서현동
757,성남시,대규모점포,홈플러스(주) 익스프레스 성남수진점점,,461804.0,경기도 성남시 수정구 수정로 140 (수진동),경기도 성남시 수정구 수진1동 2번지,37.44174965,127.13562340000001,수진1동
760,성남시,대규모점포,홈플러스테스코(주)분당오리점,,463710.0,경기도 성남시 분당구 탄천상로151번길 20 (구미동),경기도 성남시 분당구 구미동 159번지,37.339982299999996,127.10690490000002,구미동
770,성남시,대규모점포,미래타운 제1종합시장,,463050.0,경기도 성남시 분당구 불정로386번길 10 (서현동),경기도 성남시 분당구 서현동 307번지,37.3731173,127.13792959999999,서현동
771,성남시,대규모점포,롯데쇼핑(주)롯데슈퍼 분당점,,463030.0,경기도 성남시 분당구 장안로16번길 14 (분당동),경기도 성남시 분당구 분당동 161번지 2호,37.3677235,127.14285320000002,분당동
785,성남시,대규모점포,코끼리상가,,13599.0,경기도 성남시 분당구 내정로166번길 7-6 (수내동),경기도 성남시 분당구 수내동 56호,37.372757299999996,127.1206558,수내동
788,성남시,대규모점포,한양프라자서현점,,13588.0,경기도 성남시 분당구 중앙공원로31번길 42 (서현동),경기도 성남시 분당구 서현동 89호   ,37.383006,127.12543670000001,서현동
789,성남시,대규모점포,동신종합시장,,463020.0,경기도 성남시 분당구 돌마로 361 (수내동),경기도 성남시 분당구 수내동 63번지 2호,37.370529600000005,127.1228763,수내동
790,성남시,대규모점포,롯데쇼핑(주)롯데슈퍼분당이매점,,463060.0,경기도 성남시 분당구 양현로94번길 15 (이매동),경기도 성남시 분당구 이매동 120번지 4호,37.3913669,127.12584550000001,이매동
795,성남시,대규모점포,금산시장,,13599.0,경기도 성남시 분당구 내정로166번길 43 (수내동),경기도 성남시 분당구 수내동 63-1호   ,37.3702867,127.12254850000001,수내동
797,성남시,대규모점포,홈플러스(주) 익스프레스 수내점,,463021.0,"경기도 성남시 분당구 내정로173번길 11 (수내동,양지마을상가 B01호)",경기도 성남시 분당구 수내1동 29번지 양지마을상가 B01호,37.37469678,127.1184121,수내1동
799,성남시,대규모점포,홈플러스(주) 익스프레스 분당동판교점,,463420.0,"경기도 성남시 분당구 동판교로 59, B101호 (백현동)",경기도 성남시 분당구 백현동 551번지   B101호,37.388368299999996,127.11505670000001,백현동
824,성남시,대규모점포,니즈,,13365.0,경기도 성남시 중원구 성남대로 1136 (성남동),경기도 성남시 중원구 성남동 3499호,37.431304499999996,127.1297071,성남동
831,성남시,대규모점포,롯데마트 서현점,,13590.0,경기도 성남시 분당구 황새울로311번길 28 (서현동),경기도 성남시 분당구 서현동 275호,37.385948299999995,127.1205409,서현동
844,성남시,대규모점포,씨마1020 분당점,,,,경기도 성남시 분당구 서현동 호   ,,,서현동
849,성남시,대규모점포,롯데쇼핑(주)롯데슈퍼분당서현점,,463050.0,"경기도 성남시 분당구 중앙공원로40번길 42, 49동 지층2호호 (서현동,우성종합상가)",경기도 성남시 분당구 서현동 94번지 3호 우성종합상가  49동 지층2호호,37.3782235,127.13210159999998,서현동
850,성남시,대규모점포,성남중앙지하시장,,,,경기도 성남시 수정구 신흥동 2467호 외 10필지  ,,,신흥동
871,성남시,대규모점포,AK PLAZA 분당점,,13591.0,"경기도 성남시 분당구 황새울로360번길 42 (서현동, AK플라자)",경기도 성남시 분당구 서현동 263번지,37.384972399999995,127.1232945,서현동
883,성남시,대규모점포,일렉트로마트 판교점,,13530.0,"경기도 성남시 분당구 대왕판교로606번길 10 (백현동, 알파리움1단지)",경기도 성남시 분당구 백현동 531번지 알파리움1단지,37.3953934,127.10824620000001,백현동
887,성남시,대규모점포,롯데쇼핑(주)롯데슈퍼모란점,,462130.0,경기도 성남시 중원구 성남대로 1129 (성남동),경기도 성남시 중원구 성남동 4180번지,37.4304405,127.1288244,성남동
891,성남시,대규모점포,CGV Square,,463500.0,경기도 성남시 분당구 탄천상로151번길 20 (구미동),경기도 성남시 분당구 구미동 159번지,37.339982299999996,127.10690490000002,구미동
893,성남시,대규모점포,세이브존 성남점,,13272.0,경기도 성남시 수정구 산성대로 337 (신흥동),경기도 성남시 수정구 신흥동 2463번지 5호,37.4439089,127.1532896,신흥동
894,성남시,대규모점포,현대시장,,13305.0,경기도 성남시 수정구 수정북로 18 (태평동),경기도 성남시 수정구 태평동 3683호   ,37.4416366,127.1319054,태평동
898,성남시,대규모점포,금호종합시장,,13597.0,경기도 성남시 분당구 내정로165번길 38 (수내동),경기도 성남시 분당구 수내동 32호,37.376257200000005,127.11665320000002,수내동
905,성남시,대규모점포,야탑에이스코아시장,,13520.0,경기도 성남시 분당구 야탑로 64 (야탑동),경기도 성남시 분당구 야탑동 502호   ,37.409387200000005,127.12573940000001,야탑동
906,성남시,대규모점포,세신옴니코아시장,,13506.0,경기도 성남시 분당구 야탑로 95 (야탑동),경기도 성남시 분당구 야탑동 367-4호,37.410086299999996,127.12924209999998,야탑동
912,성남시,대규모점포,분당종합시장,,463020.0,,경기도 성남시 분당구 수내동,,,수내동
913,성남시,대규모점포,홈플러스(주) 익스프레스 서현점,,463050.0,경기도 성남시 분당구 불정로 382 (서현동),경기도 성남시 분당구 서현동 306번지 1호,37.37411843,127.137096,서현동
916,성남시,대규모점포,한국까르푸분당점,,13636.0,경기도 성남시 분당구 탄천상로151번길 20 (구미동),경기도 성남시 분당구 구미동 159호,37.339982299999996,127.10690490000002,구미동
921,성남시,대규모점포,현대시장,,13589.0,경기도 성남시 분당구 중앙공원로40번길 8 (서현동),경기도 성남시 분당구 서현동 94호   ,37.3796402,127.1301507,서현동
922,성남시,대규모점포,씨마1020분당점,,,,경기도 성남시 분당구 서현동 호   ,,,서현동
932,성남시,대규모점포,뉴코아백화점,,13497.0,경기도 성남시 분당구 야탑로81번길 11 (야탑동),경기도 성남시 분당구 야탑동 357-1호,37.4103317,127.12724320000001,야탑동
939,성남시,대규모점포,서현킴스,,13591.0,경기도 성남시 분당구 분당로 55 (서현동),경기도 성남시 분당구 서현동 266번지 1   호,37.3827576,127.1215973,서현동
